trade_date_str,trade_time,open,close,volume,high,low,amount,change,change_pct,turnover_ratio,pre_close,stock_code,trade_date
2023-02-13,2023-02-13 00:00:00,63.34,63.77,1757598.0,64.53,62.71,216721577.0,-0.04,-0.06,1.97,63.81,688700,2023-02-13
2023-02-14,2023-02-14 00:00:00,63.54,62.89,1455169.0,64.08,62.15,177830875.0,-0.88,-1.38,1.63,63.77,688700,2023-02-14
2023-02-15,2023-02-15 00:00:00,62.53,61.91,2134079.0,63.93,60.44,255811907.0,-0.98,-1.56,2.39,62.89,688700,2023-02-15
2023-02-16,2023-02-16 00:00:00,61.7,60.9,1468166.0,62.78,60.76,175241080.0,-1.01,-1.63,1.64,61.91,688700,2023-02-16
2023-02-17,2023-02-17 00:00:00,60.9,59.16,2035193.0,61.8,58.99,235675372.0,-1.74,-2.86,2.28,60.9,688700,2023-02-17
2023-02-20,2023-02-20 00:00:00,59.35,60.02,1481794.0,60.69,58.69,171730793.0,0.86,1.45,1.66,59.16,688700,2023-02-20
2023-02-21,2023-02-21 00:00:00,60.19,58.57,2939858.0,60.28,57.59,332599028.0,-1.45,-2.42,3.29,60.02,688700,2023-02-21
2023-02-22,2023-02-22 00:00:00,58.46,59.04,1995240.0,61.33,58.23,231737707.0,0.47,0.8,2.23,58.57,688700,2023-02-22
2023-02-23,2023-02-23 00:00:00,59.01,62.41,2757164.0,62.67,59.01,328746283.0,3.37,5.71,3.09,59.04,688700,2023-02-23
2023-02-24,2023-02-24 00:00:00,61.79,61.17,1573209.0,63.52,60.84,188465165.0,-1.24,-1.99,1.76,62.41,688700,2023-02-24
2023-02-27,2023-02-27 00:00:00,61.75,61.2,1287212.0,63.58,60.65,154292598.0,0.03,0.05,1.44,61.17,688700,2023-02-27
2023-02-28,2023-02-28 00:00:00,60.79,59.67,1428818.0,61.58,59.19,166106852.0,-1.53,-2.5,1.6,61.2,688700,2023-02-28
2023-03-01,2023-03-01 00:00:00,59.84,58.67,1532755.0,60.61,58.33,175197912.0,-1.0,-1.68,1.72,59.67,688700,2023-03-01
2023-03-02,2023-03-02 00:00:00,58.27,55.87,2065867.0,59.23,55.26,227092411.0,-2.8,-4.77,2.31,58.67,688700,2023-03-02
2023-03-03,2023-03-03 00:00:00,55.61,55.61,1405953.0,56.85,55.51,153207632.0,-0.26,-0.47,1.57,55.87,688700,2023-03-03
2023-03-06,2023-03-06 00:00:00,55.73,57.69,2276472.0,58.51,54.31,249858904.0,2.08,3.74,2.55,55.61,688700,2023-03-06
2023-03-07,2023-03-07 00:00:00,57.69,55.48,1087877.0,57.69,55.36,118636275.0,-2.21,-3.83,1.22,57.69,688700,2023-03-07
2023-03-08,2023-03-08 00:00:00,55.23,56.13,1137239.0,57.49,55.23,123739296.0,0.65,1.17,1.27,55.48,688700,2023-03-08
2023-03-09,2023-03-09 00:00:00,56.18,56.89,1046341.0,57.07,55.41,114567617.0,0.76,1.35,1.17,56.13,688700,2023-03-09
2023-03-10,2023-03-10 00:00:00,56.6,54.0,1890961.0,56.6,54.0,201132838.0,-2.89,-5.08,2.12,56.89,688700,2023-03-10
2023-03-13,2023-03-13 00:00:00,54.46,54.55,1738981.0,55.37,54.0,184567802.0,0.55,1.02,1.95,54.0,688700,2023-03-13
2023-03-14,2023-03-14 00:00:00,54.85,53.67,1467008.0,54.97,52.35,151952940.0,-0.88,-1.61,1.64,54.55,688700,2023-03-14
2023-03-15,2023-03-15 00:00:00,54.33,53.09,915568.0,55.16,52.91,95659651.0,-0.58,-1.08,1.02,53.67,688700,2023-03-15
2023-03-16,2023-03-16 00:00:00,52.49,50.97,1865705.0,53.37,50.56,186662953.0,-2.12,-3.99,2.09,53.09,688700,2023-03-16
2023-03-17,2023-03-17 00:00:00,51.36,48.47,3241017.0,51.82,48.47,314459583.0,-2.5,-4.9,3.63,50.97,688700,2023-03-17
2023-03-20,2023-03-20 00:00:00,50.05,51.42,3102868.0,52.08,48.36,304298843.0,2.95,6.09,3.47,48.47,688700,2023-03-20
2023-03-21,2023-03-21 00:00:00,50.98,51.4,1956383.0,51.71,49.42,192041636.0,-0.02,-0.04,2.19,51.42,688700,2023-03-21
2023-03-22,2023-03-22 00:00:00,51.6,50.41,1711920.0,53.24,49.95,169973261.0,-0.99,-1.93,1.92,51.4,688700,2023-03-22
2023-03-23,2023-03-23 00:00:00,50.48,49.26,1378476.0,50.85,49.04,133109995.0,-1.15,-2.28,1.54,50.41,688700,2023-03-23
2023-03-24,2023-03-24 00:00:00,49.35,48.65,1770004.0,49.88,48.18,168287690.0,-0.61,-1.24,1.98,49.26,688700,2023-03-24
2023-03-27,2023-03-27 00:00:00,48.62,48.49,1547406.0,49.47,47.77,146393309.0,-0.16,-0.33,1.73,48.65,688700,2023-03-27
2023-03-28,2023-03-28 00:00:00,48.86,47.71,2095557.0,48.86,46.97,194620472.0,-0.78,-1.61,2.35,48.49,688700,2023-03-28
2023-03-29,2023-03-29 00:00:00,47.6,48.2,1324350.0,49.14,47.36,124159474.0,0.49,1.03,1.48,47.71,688700,2023-03-29
