trade_date_str,trade_time,open,close,volume,high,low,amount,change,change_pct,turnover_ratio,pre_close,stock_code,trade_date
2023-02-13,2023-02-13 00:00:00,120.39,123.58,790953.0,124.37,119.04,144423528.0,1.7,1.39,2.18,121.88,301031,2023-02-13
2023-02-14,2023-02-14 00:00:00,123.77,130.0,892373.0,130.54,122.81,169766840.0,6.42,5.2,2.46,123.58,301031,2023-02-14
2023-02-15,2023-02-15 00:00:00,129.85,135.27,771425.0,137.98,127.5,155141842.0,5.27,4.05,2.12,130.0,301031,2023-02-15
2023-02-16,2023-02-16 00:00:00,135.94,124.39,746509.0,135.94,123.77,143247405.0,-10.88,-8.04,2.06,135.27,301031,2023-02-16
2023-02-17,2023-02-17 00:00:00,124.39,122.09,311320.0,124.45,120.78,56923855.0,-2.3,-1.85,0.86,124.39,301031,2023-02-17
2023-02-20,2023-02-20 00:00:00,122.18,121.18,282290.0,123.06,119.38,51203346.0,-0.91,-0.75,0.78,122.09,301031,2023-02-20
2023-02-21,2023-02-21 00:00:00,121.41,121.17,710026.0,122.42,115.65,125112354.0,-0.01,-0.01,1.96,121.18,301031,2023-02-21
2023-02-22,2023-02-22 00:00:00,120.07,127.49,522800.0,128.23,119.29,98388377.0,6.32,5.22,1.44,121.17,301031,2023-02-22
2023-02-23,2023-02-23 00:00:00,127.05,128.69,518710.0,131.21,125.8,99936255.0,1.2,0.94,1.43,127.49,301031,2023-02-23
2023-02-24,2023-02-24 00:00:00,127.84,124.42,213010.0,130.52,123.9,40231285.0,-4.27,-3.32,0.59,128.69,301031,2023-02-24
2023-02-27,2023-02-27 00:00:00,123.75,121.94,282500.0,126.78,121.24,52124775.0,-2.48,-1.99,0.78,124.42,301031,2023-02-27
2023-02-28,2023-02-28 00:00:00,121.95,121.34,288247.0,122.41,119.05,52019704.0,-0.6,-0.49,0.79,121.94,301031,2023-02-28
2023-03-01,2023-03-01 00:00:00,121.34,118.58,488640.0,122.0,117.35,86635941.0,-2.76,-2.27,1.35,121.34,301031,2023-03-01
2023-03-02,2023-03-02 00:00:00,118.36,112.56,1364822.0,119.65,106.65,227534618.0,-6.02,-5.08,3.76,118.58,301031,2023-03-02
2023-03-03,2023-03-03 00:00:00,109.78,111.7,390332.0,113.45,108.92,65261904.0,-0.86,-0.76,1.08,112.56,301031,2023-03-03
2023-03-06,2023-03-06 00:00:00,111.8,113.56,455892.0,113.82,108.94,76249729.0,1.86,1.67,1.26,111.7,301031,2023-03-06
2023-03-07,2023-03-07 00:00:00,112.81,110.31,317666.0,113.18,109.74,52554829.0,-3.25,-2.86,0.87,113.56,301031,2023-03-07
2023-03-08,2023-03-08 00:00:00,110.31,109.12,236010.0,110.68,108.26,38534520.0,-1.19,-1.08,0.65,110.31,301031,2023-03-08
2023-03-09,2023-03-09 00:00:00,108.88,109.15,244677.0,110.21,108.21,39971816.0,0.03,0.03,0.67,109.12,301031,2023-03-09
2023-03-10,2023-03-10 00:00:00,108.29,105.49,538259.0,109.9,104.07,85171119.0,-3.66,-3.35,1.48,109.15,301031,2023-03-10
2023-03-13,2023-03-13 00:00:00,105.5,105.19,493608.0,107.61,103.88,78008268.0,-0.3,-0.28,1.36,105.49,301031,2023-03-13
2023-03-14,2023-03-14 00:00:00,104.66,103.54,467444.0,105.36,102.14,72544122.0,-1.65,-1.57,1.29,105.19,301031,2023-03-14
2023-03-15,2023-03-15 00:00:00,104.63,104.96,504326.0,106.32,102.65,79293831.0,1.42,1.37,1.39,103.54,301031,2023-03-15
2023-03-16,2023-03-16 00:00:00,104.48,99.78,715638.0,104.48,99.57,108973239.0,-5.18,-4.94,1.97,104.96,301031,2023-03-16
2023-03-17,2023-03-17 00:00:00,100.89,97.39,639333.0,101.45,96.78,94412990.0,-2.39,-2.4,1.76,99.78,301031,2023-03-17
2023-03-20,2023-03-20 00:00:00,97.39,95.22,1130123.0,98.81,92.04,160470167.0,-2.17,-2.23,3.11,97.39,301031,2023-03-20
2023-03-21,2023-03-21 00:00:00,95.07,96.7,626506.0,97.83,94.15,90337405.0,1.48,1.55,1.73,95.22,301031,2023-03-21
2023-03-22,2023-03-22 00:00:00,97.6,95.01,500952.0,98.89,94.68,72473223.0,-1.69,-1.75,1.38,96.7,301031,2023-03-22
2023-03-23,2023-03-23 00:00:00,94.98,91.3,1430390.0,96.24,90.15,198079186.0,-3.71,-3.9,3.94,95.01,301031,2023-03-23
